date,side,maturity,participants,complete,volume,interest
2022-03-21,Mua kỳ hạn,14,0,0,0,0
2022-03-22,Mua kỳ hạn Tổng cộng,,,,192.4,0.025
2022-03-22,Mua kỳ hạn,14,1,1,192.4,0.025
2022-03-23,Mua kỳ hạn,14,1,1,283.36,0.025
2022-03-23,Mua kỳ hạn Tổng cộng,,,,283.36,0.025
2022-03-24,Mua kỳ hạn,14,1,1,238.75,0.025
2022-03-24,Mua kỳ hạn Tổng cộng,,,,238.75,0.025
2022-03-25,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-25,Mua kỳ hạn,14,0,0,0,0
2022-03-28,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-28,Mua kỳ hạn,14,0,0,0,0
2022-03-29,Mua kỳ hạn Tổng cộng,,,,504.78,0.025
2022-03-29,Mua kỳ hạn,14,2,2,504.78,0.025
2022-03-30,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-30,Mua kỳ hạn,14,0,0,0,0
2022-03-31,Mua kỳ hạn Tổng cộng,,,,3167.36,0.025
2022-03-31,Mua kỳ hạn,14,3,3,3167.36,0.025
2022-04-01,Mua kỳ hạn Tổng cộng,,,,122.19,0.025
2022-04-01,Mua kỳ hạn,14,1,1,122.19,0.025
2022-04-04,Mua kỳ hạn Tổng cộng,,,,338,0.025
2022-04-04,Mua kỳ hạn,14,1,1,338,0.025
2022-04-05,Mua kỳ hạn Tổng cộng,,,,300.21,0.025
2022-04-05,Mua kỳ hạn,14,1,1,300.21,0.025
2022-04-06,Mua kỳ hạn Tổng cộng,,,,306,0.025
2022-04-06,Mua kỳ hạn,14,1,1,306,0.025
2022-04-07,Mua kỳ hạn,14,2,2,287.1,0.025
2022-04-07,Mua kỳ hạn Tổng cộng,,,,287.1,0.025
2022-04-08,Mua kỳ hạn Tổng cộng,,,,0,0
2022-04-08,Mua kỳ hạn,14,0,0,0,0
2022-04-12,Mua kỳ hạn Tổng cộng,,,,333.64,0.025
2022-04-12,Mua kỳ hạn,14,1,1,333.64,0.025
2022-04-13,Mua kỳ hạn Tổng cộng,,,,0,0
2022-04-13,Mua kỳ hạn,14,0,0,0,0
2022-04-14,Mua kỳ hạn Tổng cộng,,,,369.09,0.025
2022-04-14,Mua kỳ hạn,14,1,1,369.09,0.025
2022-04-15,Mua kỳ hạn Tổng cộng,,,,283.8,0.025
2022-04-15,Mua kỳ hạn,14,1,1,283.8,0.025
2022-04-18,Mua kỳ hạn Tổng cộng,,,,319.44,0.025
2022-04-18,Mua kỳ hạn,14,1,1,319.44,0.025
2022-04-19,Mua kỳ hạn,14,1,1,358.97,0.025
2022-04-19,Mua kỳ hạn Tổng cộng,,,,358.97,0.025
2022-04-20,Mua kỳ hạn Tổng cộng,,,,518.43,0.025
2022-04-20,Mua kỳ hạn,14,2,2,518.43,0.025
2022-04-21,Mua kỳ hạn Tổng cộng,,,,306.96,0.025
2022-04-21,Mua kỳ hạn,14,2,2,306.96,0.025
2022-04-22,Mua kỳ hạn Tổng cộng,,,,227.81,0.025
2022-04-22,Mua kỳ hạn,14,1,1,227.81,0.025
2022-04-25,Mua kỳ hạn Tổng cộng,,,,284.27,0.025
2022-04-25,Mua kỳ hạn,14,1,1,284.27,0.025
2022-04-26,Mua kỳ hạn Tổng cộng,,,,284.01,0.025
2022-04-26,Mua kỳ hạn,14,1,1,284.01,0.025
2022-04-27,Mua kỳ hạn Tổng cộng,,,,284.03,0.025
2022-04-27,Mua kỳ hạn,14,1,1,284.03,0.025
2022-04-28,Mua kỳ hạn Tổng cộng,,,,341.67,0.025
2022-04-28,Mua kỳ hạn,14,1,1,341.67,0.025
2022-04-29,Mua kỳ hạn,14,2,2,3109.44,0.025
2022-04-29,Mua kỳ hạn Tổng cộng,,,,3109.44,0.025
2022-05-04,Mua kỳ hạn Tổng cộng,,,,428.86,0.025
2022-05-04,Mua kỳ hạn,14,1,1,428.86,0.025
2022-05-05,Mua kỳ hạn Tổng cộng,,,,381.24,0.025
2022-05-05,Mua kỳ hạn,14,1,1,381.24,0.025
2022-05-06,Mua kỳ hạn Tổng cộng,,,,300.84,0.025
2022-05-06,Mua kỳ hạn,14,1,1,300.84,0.025
2022-05-09,Mua kỳ hạn Tổng cộng,,,,356.26,0.025
2022-05-09,Mua kỳ hạn,14,1,1,356.26,0.025
2022-05-10,Mua kỳ hạn Tổng cộng,,,,343.18,0.025
2022-05-10,Mua kỳ hạn,14,2,2,343.18,0.025
2022-05-11,Mua kỳ hạn Tổng cộng,,,,312.05,0.025
2022-05-11,Mua kỳ hạn,14,1,1,312.05,0.025
2022-05-12,Mua kỳ hạn Tổng cộng,,,,409.44,0.025
2022-05-12,Mua kỳ hạn,14,1,1,409.44,0.025
2022-05-13,Mua kỳ hạn Tổng cộng,,,,342.02,0.025
2022-05-13,Mua kỳ hạn,14,1,1,342.02,0.025
2022-05-16,Mua kỳ hạn Tổng cộng,,,,0,0
2022-05-16,Mua kỳ hạn,14,0,0,0,0
2022-05-16,Mua kỳ hạn Tổng cộng,,,,0,0
2022-05-16,Mua kỳ hạn,14,0,0,0,0
2022-05-16,Mua kỳ hạn Tổng cộng,,,,0,0
2022-05-16,Mua kỳ hạn,14,0,0,0,0
2022-05-17,Mua kỳ hạn Tổng cộng,,,,0,0
2022-05-17,Mua kỳ hạn,14,0,0,0,0
2022-05-17,Mua kỳ hạn,14,0,0,0,0
2022-05-17,Mua kỳ hạn Tổng cộng,,,,0,0
2022-05-18,Mua kỳ hạn Tổng cộng,,,,248.36,0.025
2022-05-18,Mua kỳ hạn,14,1,1,248.36,0.025
2022-05-18,Mua kỳ hạn Tổng cộng,,,,248.36,0.025
2022-05-18,Mua kỳ hạn,14,1,1,248.36,0.025
2022-05-19,Mua kỳ hạn,14,1,1,301.21,0.025
2022-05-19,Mua kỳ hạn Tổng cộng,,,,301.21,0.025
2022-05-19,Mua kỳ hạn Tổng cộng,,,,301.21,0.025
2022-05-19,Mua kỳ hạn,14,1,1,301.21,0.025
2022-05-20,Mua kỳ hạn Tổng cộng,,,,394.04,0.025
2022-05-20,Mua kỳ hạn,14,1,1,394.04,0.025
2022-05-20,Mua kỳ hạn,14,1,1,394.04,0.025
2022-05-20,Mua kỳ hạn Tổng cộng,,,,394.04,0.025
2022-05-23,Mua kỳ hạn,14,2,2,245.98,0.025
2022-05-23,Mua kỳ hạn Tổng cộng,,,,245.98,0.025
2022-05-23,Mua kỳ hạn,14,2,2,245.98,0.025
2022-05-23,Mua kỳ hạn Tổng cộng,,,,245.98,0.025
2022-05-24,Mua kỳ hạn,14,1,1,353.98,0.025
2022-05-24,Mua kỳ hạn Tổng cộng,,,,353.98,0.025
2022-05-24,Mua kỳ hạn,14,1,1,353.98,0.025
2022-05-24,Mua kỳ hạn Tổng cộng,,,,353.98,0.025
2022-05-25,Mua kỳ hạn,14,1,1,357.58,0.025
2022-05-25,Mua kỳ hạn,14,1,1,357.58,0.025
2022-05-25,Mua kỳ hạn Tổng cộng,,,,357.58,0.025
2022-05-25,Mua kỳ hạn Tổng cộng,,,,357.58,0.025
2022-05-26,Mua kỳ hạn,14,1,1,414.13,0.025
2022-05-26,Mua kỳ hạn Tổng cộng,,,,414.13,0.025
2022-05-26,Mua kỳ hạn,14,1,1,414.13,0.025
2022-05-26,Mua kỳ hạn Tổng cộng,,,,414.13,0.025
2022-05-26,Mua kỳ hạn,14,1,1,414.13,0.025
2022-05-26,Mua kỳ hạn Tổng cộng,,,,414.13,0.025
2022-05-27,Mua kỳ hạn,14,0,0,0,0
2022-05-27,Mua kỳ hạn Tổng cộng,,,,0,0
2022-05-27,Mua kỳ hạn Tổng cộng,,,,0,0
2022-05-27,Mua kỳ hạn,14,0,0,0,0
2022-05-30,Mua kỳ hạn,14,1,1,195.66,0.025
2022-05-30,Mua kỳ hạn Tổng cộng,,,,195.66,0.025
2022-05-30,Mua kỳ hạn,14,1,1,195.66,0.025
2022-05-30,Mua kỳ hạn Tổng cộng,,,,195.66,0.025
2022-05-31,Mua kỳ hạn,14,1,1,360.39,0.025
2022-05-31,Mua kỳ hạn Tổng cộng,,,,360.39,0.025
2022-05-31,Mua kỳ hạn Tổng cộng,,,,360.39,0.025
2022-05-31,Mua kỳ hạn,14,1,1,360.39,0.025
2022-06-01,Mua kỳ hạn,14,0,0,0,0
2022-06-01,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-02,Mua kỳ hạn,14,0,0,0,0
2022-06-02,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-03,Mua kỳ hạn,14,0,0,0,0
2022-06-03,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-06,Mua kỳ hạn Tổng cộng,,,,287.41,0.025
2022-06-06,Mua kỳ hạn,14,1,1,287.41,0.025
2022-06-07,Mua kỳ hạn Tổng cộng,,,,170.21,0.025
2022-06-07,Mua kỳ hạn,14,1,1,170.21,0.025
2022-06-08,Mua kỳ hạn,14,1,1,366.9,0.025
2022-06-08,Mua kỳ hạn Tổng cộng,,,,366.9,0.025
2022-06-09,Mua kỳ hạn Tổng cộng,,,,195.8,0.025
2022-06-09,Mua kỳ hạn,14,1,1,195.8,0.025
2022-06-10,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-10,Mua kỳ hạn,14,0,0,0,0
2022-06-13,Mua kỳ hạn,14,1,1,212,0.025
2022-06-13,Mua kỳ hạn Tổng cộng,,,,212,0.025
2022-06-14,Mua kỳ hạn Tổng cộng,,,,394.86,0.025
2022-06-14,Mua kỳ hạn,14,1,1,394.86,0.025
2022-06-15,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-15,Mua kỳ hạn,14,0,0,0,0
2022-06-15,Mua kỳ hạn,14,0,0,0,0
2022-06-15,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-15,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-15,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-15,Mua kỳ hạn,14,0,0,0,0
2022-06-15,Mua kỳ hạn,14,0,0,0,0
2022-06-16,Mua kỳ hạn Tổng cộng,,,,226.41,0.025
2022-06-16,Mua kỳ hạn,14,1,1,226.41,0.025
2022-06-17,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-17,Mua kỳ hạn,14,0,0,0,0
2022-06-20,Mua kỳ hạn Tổng cộng,,,,370.38,0.025
2022-06-20,Mua kỳ hạn,14,1,1,370.38,0.025
2022-06-21,Mua kỳ hạn,14,1,1,159.26,0.025
2022-06-21,Bán hẳn Tổng cộng,,,,200,0.003
2022-06-21,Bán hẳn,7,12,1,200,0.003
2022-06-21,Mua kỳ hạn Tổng cộng,,,,159.26,0.025
2022-06-22,Bán hẳn Tổng cộng,,,,19400,0.007
2022-06-22,Bán hẳn,7,10,6,19400,0.007
2022-06-22,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-22,Mua kỳ hạn,14,0,0,0,0
2022-06-23,Mua kỳ hạn,14,0,0,0,0
2022-06-23,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-23,Bán hẳn,7,13,11,29999.7,0.007
2022-06-23,Bán hẳn Tổng cộng,,,,29999.7,0.007
2022-06-24,Bán hẳn Tổng cộng,,,,19999.8,0.007
2022-06-24,Bán hẳn,7,7,7,19999.8,0.007
2022-06-24,Mua kỳ hạn Tổng cộng,,,,0,0
2022-06-24,Mua kỳ hạn,14,0,0,0,0
2022-06-27,Bán hẳn Tổng cộng,,,,15000,0.0065
2022-06-27,Bán hẳn,7,7,3,15000,0.0065
2022-06-27,Mua kỳ hạn Tổng cộng,,,,213.24,0.025
2022-06-27,Mua kỳ hạn,14,1,1,213.24,0.025
2022-06-28,Mua kỳ hạn,14,1,1,332.76,0.025
2022-06-28,Bán hẳn Tổng cộng,,,,15000,0.0065
2022-06-28,Bán hẳn,7,6,6,15000,0.0065
2022-06-28,Mua kỳ hạn Tổng cộng,,,,332.76,0.025
2022-06-29,Bán hẳn Tổng cộng,,,,7040,0.0155
2022-06-29,Bán hẳn,14,3,1,25,0.009
2022-06-29,Bán hẳn,7,4,2,7015,0.0065
2022-06-29,Mua kỳ hạn Tổng cộng,,,,265.04,0.025
2022-06-29,Mua kỳ hạn,14,1,1,265.04,0.025
2022-06-29,Bán hẳn Tổng cộng,,,,7040,0.0155
2022-06-29,Bán hẳn,14,3,1,25,0.009
2022-06-29,Bán hẳn,7,4,2,7015,0.0065
2022-06-29,Mua kỳ hạn Tổng cộng,,,,265.04,0.025
2022-06-29,Mua kỳ hạn,14,1,1,265.04,0.025
2022-06-30,Bán hẳn Tổng cộng,,,,44999.8,0.0155
2022-06-30,Bán hẳn,14,2,2,19999.9,0.009
2022-06-30,Bán hẳn,7,2,2,24999.9,0.0065
2022-06-30,Mua kỳ hạn Tổng cộng,,,,128.5,0.025
2022-06-30,Mua kỳ hạn,14,1,1,128.5,0.025
2022-06-30,Mua kỳ hạn Tổng cộng,,,,128.5,0.025
2022-06-30,Bán hẳn,7,2,2,24999.9,0.0065
2022-06-30,Bán hẳn,14,2,2,19999.9,0.009
2022-06-30,Mua kỳ hạn,14,1,1,128.5,0.025
2022-06-30,Bán hẳn Tổng cộng,,,,44999.8,0.0155
2022-07-01,Mua kỳ hạn,14,1,1,229.59,0.025
2022-07-01,Bán hẳn,14,3,3,14999.9,0.009
2022-07-01,Bán hẳn,7,3,2,10600,0.0065
2022-07-01,Mua kỳ hạn Tổng cộng,,,,229.59,0.025
2022-07-01,Bán hẳn,7,3,2,10600,0.0065
2022-07-01,Bán hẳn Tổng cộng,,,,25599.9,0.0155
2022-07-01,Bán hẳn Tổng cộng,,,,25599.9,0.0155
2022-07-01,Bán hẳn,14,3,3,14999.9,0.009
2022-07-01,Mua kỳ hạn Tổng cộng,,,,229.59,0.025
2022-07-01,Mua kỳ hạn,14,1,1,229.59,0.025
2022-07-04,Bán hẳn Tổng cộng,,,,21500,0.0155
2022-07-04,Mua kỳ hạn Tổng cộng,,,,289.48,0.025
2022-07-04,Mua kỳ hạn,14,1,1,289.48,0.025
2022-07-04,Mua kỳ hạn,14,1,1,289.48,0.025
2022-07-04,Mua kỳ hạn Tổng cộng,,,,289.48,0.025
2022-07-04,Bán hẳn,7,4,2,6300,0.0065
2022-07-04,Bán hẳn,14,4,4,15200,0.009
2022-07-04,Bán hẳn Tổng cộng,,,,21500,0.0155
2022-07-04,Bán hẳn,14,4,4,15200,0.009
2022-07-04,Bán hẳn,7,4,2,6300,0.0065
2022-07-05,Bán hẳn,7,3,2,11000,0.0065
2022-07-05,Bán hẳn,14,5,5,19700,0.009
2022-07-05,Bán hẳn Tổng cộng,,,,30700,0.0155
2022-07-05,Mua kỳ hạn,14,1,1,249.22,0.025
2022-07-05,Bán hẳn,7,3,2,11000,0.0065
2022-07-05,Mua kỳ hạn Tổng cộng,,,,249.22,0.025
2022-07-05,Bán hẳn,14,5,5,19700,0.009
2022-07-05,Bán hẳn Tổng cộng,,,,30700,0.0155
2022-07-05,Mua kỳ hạn Tổng cộng,,,,249.22,0.025
2022-07-05,Mua kỳ hạn,14,1,1,249.22,0.025
2022-07-06,Bán hẳn,14,5,5,18000,0.009
2022-07-06,Bán hẳn,14,5,5,18000,0.009
2022-07-06,Bán hẳn,7,5,4,4500,0.0065
2022-07-06,Mua kỳ hạn Tổng cộng,,,,0,0
2022-07-06,Mua kỳ hạn,14,0,0,0,0
2022-07-06,Bán hẳn Tổng cộng,,,,22500,0.0155
2022-07-06,Bán hẳn Tổng cộng,,,,22500,0.0155
2022-07-06,Bán hẳn,7,5,4,4500,0.0065
2022-07-06,Mua kỳ hạn Tổng cộng,,,,0,0
2022-07-06,Mua kỳ hạn,14,0,0,0,0
2022-07-07,Bán hẳn,14,10,10,19999.6,0.009
2022-07-07,Bán hẳn Tổng cộng,,,,39999.5,0.024
2022-07-07,Bán hẳn,28,4,2,19999.9,0.015
2022-07-07,Bán hẳn,14,10,10,19999.6,0.009
2022-07-07,Mua kỳ hạn Tổng cộng,,,,0,0
2022-07-07,Mua kỳ hạn,14,0,0,0,0
2022-07-07,Bán hẳn Tổng cộng,,,,39999.5,0.024
2022-07-07,Mua kỳ hạn,14,0,0,0,0
2022-07-07,Mua kỳ hạn Tổng cộng,,,,0,0
2022-07-07,Bán hẳn,28,4,2,19999.9,0.015
2022-07-08,Mua kỳ hạn,14,1,1,254.58,0.025
2022-07-08,Mua kỳ hạn Tổng cộng,,,,254.58,0.025
2022-07-08,Bán hẳn,28,7,7,19900,0.015
2022-07-08,Bán hẳn Tổng cộng,,,,25050,0.024
2022-07-08,Bán hẳn,14,3,3,5150,0.009
2022-07-08,Mua kỳ hạn Tổng cộng,,,,254.58,0.025
2022-07-08,Bán hẳn,14,3,3,5150,0.009
2022-07-08,Bán hẳn Tổng cộng,,,,25050,0.024
2022-07-08,Bán hẳn,28,7,7,19900,0.015
2022-07-08,Mua kỳ hạn,14,1,1,254.58,0.025
2022-07-11,Mua kỳ hạn,14,1,1,295.73,0.025
2022-07-11,Mua kỳ hạn Tổng cộng,,,,295.73,0.025
2022-07-11,Bán hẳn,14,3,3,4150,0.009
2022-07-11,Bán hẳn,28,5,5,14999.9,0.015
2022-07-11,Bán hẳn Tổng cộng,,,,19149.9,0.024
2022-07-11,Bán hẳn Tổng cộng,,,,19149.9,0.024
2022-07-11,Bán hẳn,14,3,3,4150,0.009
2022-07-11,Mua kỳ hạn Tổng cộng,,,,295.73,0.025
2022-07-11,Mua kỳ hạn,14,1,1,295.73,0.025
2022-07-11,Bán hẳn,28,5,5,14999.9,0.015
2022-07-12,Mua kỳ hạn,14,1,1,213.46,0.025
2022-07-12,Bán hẳn,14,3,3,1999.9,0.009
2022-07-12,Mua kỳ hạn Tổng cộng,,,,213.46,0.025
2022-07-12,Mua kỳ hạn,14,1,1,213.46,0.025
2022-07-12,Bán hẳn,28,4,3,8999.9,0.015
2022-07-12,Bán hẳn Tổng cộng,,,,10999.8,0.024
2022-07-12,Bán hẳn Tổng cộng,,,,10999.8,0.024
2022-07-12,Bán hẳn,28,4,3,8999.9,0.015
2022-07-12,Bán hẳn,14,3,3,1999.9,0.009
2022-07-12,Mua kỳ hạn Tổng cộng,,,,213.46,0.025
2022-07-13,Bán hẳn,14,4,4,1999.8,0.009
2022-07-13,Mua kỳ hạn Tổng cộng,,,,190.34,0.025
2022-07-13,Mua kỳ hạn,14,1,1,190.34,0.025
2022-07-13,Mua kỳ hạn Tổng cộng,,,,190.34,0.025
2022-07-13,Bán hẳn,14,4,4,1999.8,0.009
2022-07-13,Bán hẳn,28,5,5,5999.7,0.015
2022-07-13,Bán hẳn Tổng cộng,,,,7999.5,0.024
2022-07-13,Bán hẳn Tổng cộng,,,,7999.5,0.024
2022-07-13,Bán hẳn,28,5,5,5999.7,0.015
2022-07-13,Mua kỳ hạn,14,1,1,190.34,0.025
2022-07-14,Mua kỳ hạn,14,1,1,204.12,0.025
2022-07-14,Mua kỳ hạn,14,1,1,204.12,0.025
2022-07-14,Mua kỳ hạn Tổng cộng,,,,204.12,0.025
2022-07-14,Mua kỳ hạn Tổng cộng,,,,204.12,0.025
2022-07-14,Bán hẳn,14,3,3,3999.9,0.009
2022-07-14,Bán hẳn,28,3,3,3650,0.015
2022-07-14,Bán hẳn,14,3,3,3999.9,0.009
2022-07-14,Bán hẳn Tổng cộng,,,,7649.9,0.024
2022-07-14,Bán hẳn Tổng cộng,,,,7649.9,0.024
2022-07-14,Bán hẳn,28,3,3,3650,0.015
2022-07-15,Bán hẳn,28,2,2,13250,0.015
2022-07-15,Bán hẳn,14,1,1,230,0.009
2022-07-15,Mua kỳ hạn Tổng cộng,,,,257.47,
2022-07-15,Mua kỳ hạn,14,1,1,257.47,0.025
2022-07-15,Mua kỳ hạn,14,1,1,257.47,0.025
2022-07-15,Bán hẳn Tổng cộng,,,,13480,
2022-07-15,Mua kỳ hạn,14,1,1,257.47,0.025
2022-07-15,Mua kỳ hạn Tổng cộng,,,,257.47,
2022-07-15,Bán hẳn,14,1,1,230,0.009
2022-07-15,Bán hẳn,28,2,2,13250,0.015
2022-07-15,Bán hẳn Tổng cộng,,,,13480,
2022-07-15,Bán hẳn,14,1,1,230,0.009
2022-07-15,Bán hẳn Tổng cộng,,,,13480,
2022-07-15,Bán hẳn,28,2,2,13250,0.015
2022-07-15,Mua kỳ hạn Tổng cộng,,,,257.47,
2022-07-18,Bán hẳn Tổng cộng,,,,10000,
2022-07-18,Bán hẳn,56,3,3,10000,0.023
2022-07-18,Mua kỳ hạn Tổng cộng,,,,364.56,
2022-07-18,Mua kỳ hạn,14,1,1,364.56,0.025
2022-07-19,Bán hẳn Tổng cộng,,,,7000,
2022-07-19,Bán hẳn,56,7,7,7000,0.023
2022-07-19,Mua kỳ hạn Tổng cộng,,,,361.4,
2022-07-19,Mua kỳ hạn,14,1,1,361.4,0.025
2022-07-20,Mua kỳ hạn Tổng cộng,,,,343.5,
2022-07-20,Mua kỳ hạn,14,1,1,343.5,0.025
2022-07-20,Bán hẳn Tổng cộng,,,,7000,
2022-07-20,Bán hẳn,56,1,1,7000,0.023
2022-07-21,Bán hẳn,56,1,1,150,0.024
2022-07-21,Bán hẳn Tổng cộng,,,,150,
2022-07-21,Mua kỳ hạn Tổng cộng,,,,190.4,
2022-07-21,Mua kỳ hạn,14,1,1,190.4,0.025
2022-07-22,Mua kỳ hạn Tổng cộng,,,,4999.9,
2022-07-22,Mua kỳ hạn,14,7,7,4999.9,0.025
2022-07-22,Bán hẳn Tổng cộng,,,,0,
2022-07-22,Bán hẳn,56,0,0,0,0
2022-07-25,Mua kỳ hạn Tổng cộng,,,,9999.73,
2022-07-25,Mua kỳ hạn,7,17,17,9999.73,0.025
2022-07-26,Mua kỳ hạn Tổng cộng,,,,14999.99,
2022-07-26,Mua kỳ hạn,7,20,8,14999.99,0.038
2022-07-27,Mua kỳ hạn Tổng cộng,,,,14999.99,
2022-07-27,Mua kỳ hạn,7,16,11,14999.99,0.039
2022-07-28,Mua kỳ hạn Tổng cộng,,,,4999.9,
2022-07-28,Mua kỳ hạn,7,15,7,4999.9,0.04
2022-07-29,Mua kỳ hạn Tổng cộng,,,,999.99,
2022-07-29,Mua kỳ hạn,7,7,2,999.99,0.043
2022-08-01,Mua kỳ hạn Tổng cộng,,,,2999.99,
2022-08-01,Mua kỳ hạn,7,8,6,2999.99,0.038
2022-08-02,Mua kỳ hạn Tổng cộng,,,,2999.99,
2022-08-02,Mua kỳ hạn,7,8,5,2999.99,0.04
2022-08-03,Mua kỳ hạn Tổng cộng,,,,1999.99,
2022-08-03,Mua kỳ hạn,7,10,6,1999.99,0.041
2022-08-04,Bán hẳn Tổng cộng,,,,12000,
2022-08-04,Bán hẳn,14,1,1,12000,0.026
2022-08-04,Mua kỳ hạn Tổng cộng,,,,999.99,
2022-08-04,Mua kỳ hạn,7,9,7,999.99,0.042
2022-08-05,Mua kỳ hạn Tổng cộng,,,,1999.99,
2022-08-05,Mua kỳ hạn,7,8,1,1999.99,0.045
2022-08-08,Mua kỳ hạn Tổng cộng,,,,2999.99,
2022-08-08,Mua kỳ hạn,7,8,5,2999.99,0.044
2022-08-09,Mua kỳ hạn Tổng cộng,,,,2999.99,
2022-08-09,Mua kỳ hạn,7,5,3,2999.99,0.044
2022-08-10,Mua kỳ hạn Tổng cộng,,,,999.99,
2022-08-10,Mua kỳ hạn,7,3,2,999.99,0.038
2022-08-11,Mua kỳ hạn Tổng cộng,,,,338.86,
2022-08-11,Mua kỳ hạn,7,1,1,338.86,0.04
2022-08-12,Bán hẳn Tổng cộng,,,,9700,
2022-08-12,Bán hẳn,7,4,4,9700,0.026
2022-08-12,Mua kỳ hạn Tổng cộng,,,,364.52,
2022-08-12,Mua kỳ hạn,7,1,1,364.52,0.038
2022-08-15,Mua kỳ hạn,7,1,1,462.89,0.035
2022-08-15,Bán hẳn Tổng cộng,,,,17600,
2022-08-15,Bán hẳn,7,10,9,17600,0.026
2022-08-15,Mua kỳ hạn Tổng cộng,,,,462.89,
2022-08-16,Bán hẳn Tổng cộng,,,,30599.7,
2022-08-16,Bán hẳn,14,7,7,10600,0.03
2022-08-16,Bán hẳn,7,14,14,19999.7,0.026
2022-08-16,Mua kỳ hạn Tổng cộng,,,,0,
2022-08-16,Mua kỳ hạn,7,1,0,0,0
2022-08-17,Mua kỳ hạn,7,1,1,425.88,0.035
2022-08-17,Mua kỳ hạn Tổng cộng,,,,425.88,
2022-08-17,Bán hẳn,7,8,8,18630,0.026
2022-08-17,Bán hẳn,14,6,6,17400,0.03
2022-08-17,Bán hẳn Tổng cộng,,,,36030,
2022-08-18,Bán hẳn Tổng cộng,,,,10200,
2022-08-18,Bán hẳn,7,7,7,10200,0.026
2022-08-18,Mua kỳ hạn Tổng cộng,,,,292.12,
2022-08-18,Mua kỳ hạn,7,1,1,292.12,0.035
2022-08-19,Mua kỳ hạn,7,1,1,415.07,0.035
2022-08-19,Mua kỳ hạn Tổng cộng,,,,415.07,
2022-08-19,Bán hẳn Tổng cộng,,,,9299.9,
2022-08-19,Bán hẳn,28,4,3,4300,0.0345
2022-08-19,Bán hẳn,7,3,3,4999.9,0.026
2022-08-22,Bán hẳn Tổng cộng,,,,2500,
2022-08-22,Bán hẳn,28,2,2,500,0.0345
2022-08-22,Bán hẳn,7,1,1,2000,0.026
2022-08-22,Mua kỳ hạn Tổng cộng,,,,999.99,
2022-08-22,Mua kỳ hạn,7,3,1,999.99,0.04
2022-08-23,Mua kỳ hạn Tổng cộng,,,,820.86,
2022-08-23,Mua kỳ hạn,7,2,2,820.86,0.04
2022-08-23,Bán hẳn,28,1,1,4000,0.0345
2022-08-23,Bán hẳn,7,1,1,1000,0.026
2022-08-23,Bán hẳn Tổng cộng,,,,5000,
2022-08-24,Bán hẳn Tổng cộng,,,,10130,
2022-08-24,Bán hẳn,28,1,1,5000,0.0345
2022-08-24,Bán hẳn,7,2,2,5130,0.026
2022-08-24,Mua kỳ hạn Tổng cộng,,,,767.37,
2022-08-24,Mua kỳ hạn,7,2,2,767.37,0.04
2022-08-25,Mua kỳ hạn Tổng cộng,,,,999.99,
2022-08-25,Mua kỳ hạn,14,2,1,999.99,0.041
2022-08-25,Bán hẳn Tổng cộng,,,,6100,
2022-08-25,Bán hẳn,14,2,2,6100,0.0344
2022-08-26,Bán hẳn Tổng cộng,,,,10000,
2022-08-26,Bán hẳn,14,4,4,10000,0.04
2022-08-26,Mua kỳ hạn Tổng cộng,,,,999.99,
2022-08-26,Mua kỳ hạn,14,2,2,999.99,0.04
2022-08-29,Mua kỳ hạn,7,1,1,424.39,0.04
2022-08-29,Bán hẳn Tổng cộng,,,,1000,
2022-08-29,Bán hẳn,14,1,1,1000,0.04
2022-08-29,Mua kỳ hạn Tổng cộng,,,,424.39,
2022-08-30,Mua kỳ hạn Tổng cộng,,,,9952.61,
2022-08-30,Mua kỳ hạn,7,14,9,9952.61,0.045
2022-08-31,Mua kỳ hạn Tổng cộng,,,,9999.99,
2022-08-31,Mua kỳ hạn,7,10,10,9999.99,0.045
2022-09-05,Mua kỳ hạn Tổng cộng,,,,14999.99,
2022-09-05,Mua kỳ hạn,7,13,13,14999.99,0.045
2022-09-06,Mua kỳ hạn Tổng cộng,,,,14999.99,
2022-09-06,Mua kỳ hạn,7,15,14,14999.99,0.046
2022-09-07,Mua kỳ hạn,7,16,16,13720.04,0.045
2022-09-07,Mua kỳ hạn Tổng cộng,,,,28720.03,
2022-09-07,Mua kỳ hạn,14,16,16,14999.99,0.0465
2022-09-08,Mua kỳ hạn,7,7,7,4708.74,0.045
2022-09-08,Mua kỳ hạn Tổng cộng,,,,4708.74,
2022-09-09,Mua kỳ hạn Tổng cộng,,,,999.99,
2022-09-09,Mua kỳ hạn,7,4,3,999.99,0.045
