date,side,maturity,participants,complete,volume,interest
2021-04-28,Mua kỳ hạn,7,0,0,0,0
2021-04-29,Mua kỳ hạn Tổng cộng,,,,0,0
2021-04-29,Mua kỳ hạn,7,0,0,0,0
2021-05-04,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-04,Mua kỳ hạn,7,0,0,0,0
2021-05-05,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-05,Mua kỳ hạn,7,0,0,0,0
2021-05-06,Mua kỳ hạn,7,0,0,0,0
2021-05-06,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-07,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-07,Mua kỳ hạn,7,0,0,0,0
2021-05-10,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-10,Mua kỳ hạn,7,0,0,0,0
2021-05-11,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-11,Mua kỳ hạn,7,0,0,0,0
2021-05-12,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-12,Mua kỳ hạn,7,0,0,0,0
2021-05-13,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-13,Mua kỳ hạn,7,0,0,0,0
2021-05-14,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-14,Mua kỳ hạn,7,0,0,0,0
2021-05-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-17,Mua kỳ hạn,7,0,0,0,0
2021-05-18,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-18,Mua kỳ hạn,7,0,0,0,0
2021-05-19,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-19,Mua kỳ hạn,7,0,0,0,0
2021-05-20,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-20,Mua kỳ hạn,7,0,0,0,0
2021-05-21,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-21,Mua kỳ hạn,7,0,0,0,0
2021-05-21,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-21,Mua kỳ hạn,7,0,0,0,0
2021-05-24,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-24,Mua kỳ hạn,7,0,0,0,0
2021-05-25,Mua kỳ hạn,7,0,0,0,0
2021-05-25,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-26,Mua kỳ hạn,7,0,0,0,0
2021-05-26,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-27,Mua kỳ hạn,7,0,0,0,0
2021-05-27,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-28,Mua kỳ hạn,7,0,0,0,0
2021-05-28,Mua kỳ hạn Tổng cộng,,,,0,0
2021-05-31,Mua kỳ hạn,7,0,0,0,0
2021-05-31,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-01,Mua kỳ hạn,7,0,0,0,0
2021-06-01,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-02,Mua kỳ hạn,7,0,0,0,0
2021-06-02,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-03,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-03,Mua kỳ hạn,7,0,0,0,0
2021-06-04,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-04,Mua kỳ hạn,7,0,0,0,0
2021-06-07,Mua kỳ hạn Tổng cộng,,,,1.08,0.025
2021-06-07,Mua kỳ hạn,7,1,1,1.08,0.025
2021-06-08,Mua kỳ hạn,7,0,0,0,0
2021-06-08,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-09,Mua kỳ hạn,7,0,0,0,0
2021-06-09,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-10,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-10,Mua kỳ hạn,7,0,0,0,0
2021-06-11,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-11,Mua kỳ hạn,7,0,0,0,0
2021-06-14,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-14,Mua kỳ hạn,7,0,0,0,0
2021-06-15,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-15,Mua kỳ hạn,7,0,0,0,0
2021-06-16,Mua kỳ hạn,7,0,0,0,0
2021-06-16,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-17,Mua kỳ hạn,7,0,0,0,0
2021-06-18,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-18,Mua kỳ hạn,7,0,0,0,0
2021-06-21,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-21,Mua kỳ hạn,7,0,0,0,0
2021-06-22,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-22,Mua kỳ hạn,7,0,0,0,0
2021-06-23,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-23,Mua kỳ hạn,7,0,0,0,0
2021-06-24,Mua kỳ hạn,7,0,0,0,0
2021-06-24,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-25,Mua kỳ hạn,7,0,0,0,0
2021-06-25,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-28,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-28,Mua kỳ hạn,7,0,0,0,0
2021-06-29,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-29,Mua kỳ hạn,7,0,0,0,0
2021-06-30,Mua kỳ hạn Tổng cộng,,,,0,0
2021-06-30,Mua kỳ hạn,7,0,0,0,0
2021-07-01,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-01,Mua kỳ hạn,7,0,0,0,0
2021-07-02,Mua kỳ hạn,7,0,0,0,0
2021-07-02,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-05,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-05,Mua kỳ hạn,7,0,0,0,0
2021-07-06,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-06,Mua kỳ hạn,7,0,0,0,0
2021-07-07,Mua kỳ hạn Tổng cộng,,,,52.8,0.025
2021-07-07,Mua kỳ hạn,7,1,1,52.8,0.025
2021-07-08,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-08,Mua kỳ hạn,7,0,0,0,0
2021-07-09,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-09,Mua kỳ hạn,7,0,0,0,0
2021-07-12,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-12,Mua kỳ hạn,7,0,0,0,0
2021-07-13,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-13,Mua kỳ hạn,7,0,0,0,0
2021-07-14,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-14,Mua kỳ hạn,7,0,0,0,0
2021-07-15,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-15,Mua kỳ hạn,7,0,0,0,0
2021-07-16,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-16,Mua kỳ hạn,7,0,0,0,0
2021-07-19,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-19,Mua kỳ hạn,7,0,0,0,0
2021-07-20,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-20,Mua kỳ hạn,7,0,0,0,0
2021-07-20,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-20,Mua kỳ hạn,7,0,0,0,0
2021-07-21,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-21,Mua kỳ hạn,7,0,0,0,0
2021-07-22,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-22,Mua kỳ hạn,7,0,0,0,0
2021-07-23,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-23,Mua kỳ hạn,7,0,0,0,0
2021-07-26,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-26,Mua kỳ hạn,7,0,0,0,0
2021-07-27,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-27,Mua kỳ hạn,7,0,0,0,0
2021-07-28,Mua kỳ hạn,7,0,0,0,0
2021-07-28,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-29,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-29,Mua kỳ hạn,7,0,0,0,0
2021-07-30,Mua kỳ hạn Tổng cộng,,,,0,0
2021-07-30,Mua kỳ hạn,7,0,0,0,0
2021-08-02,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-02,Mua kỳ hạn,7,0,0,0,0
2021-08-03,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-03,Mua kỳ hạn,7,0,0,0,0
2021-08-04,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-04,Mua kỳ hạn,7,0,0,0,0
2021-08-05,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-05,Mua kỳ hạn,7,0,0,0,0
2021-08-06,Mua kỳ hạn,7,0,0,0,0
2021-08-06,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-09,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-09,Mua kỳ hạn,7,0,0,0,0
2021-08-10,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-10,Mua kỳ hạn,7,0,0,0,0
2021-08-11,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-11,Mua kỳ hạn,7,0,0,0,0
2021-08-12,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-12,Mua kỳ hạn,7,0,0,0,0
2021-08-13,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-13,Mua kỳ hạn,7,0,0,0,0
2021-08-16,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-16,Mua kỳ hạn,7,0,0,0,0
2021-08-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-17,Mua kỳ hạn,7,0,0,0,0
2021-08-18,Mua kỳ hạn,7,0,0,0,0
2021-08-18,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-19,Mua kỳ hạn,7,0,0,0,0
2021-08-19,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-19,Mua kỳ hạn,7,0,0,0,0
2021-08-19,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-20,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-20,Mua kỳ hạn,7,0,0,0,0
2021-08-23,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-23,Mua kỳ hạn,7,0,0,0,0
2021-08-24,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-24,Mua kỳ hạn,7,0,0,0,0
2021-08-25,Mua kỳ hạn,7,0,0,0,0
2021-08-25,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-26,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-26,Mua kỳ hạn,7,0,0,0,0
2021-08-27,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-27,Mua kỳ hạn,7,0,0,0,0
2021-08-30,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-30,Mua kỳ hạn,7,0,0,0,0
2021-08-31,Mua kỳ hạn Tổng cộng,,,,0,0
2021-08-31,Mua kỳ hạn,7,0,0,0,0
2021-09-01,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-01,Mua kỳ hạn,7,0,0,0,0
2021-09-06,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-06,Mua kỳ hạn,7,0,0,0,0
2021-09-07,Mua kỳ hạn,7,0,0,0,0
2021-09-07,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-08,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-08,Mua kỳ hạn,7,0,0,0,0
2021-09-09,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-09,Mua kỳ hạn,7,0,0,0,0
2021-09-10,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-10,Mua kỳ hạn,7,0,0,0,0
2021-09-13,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-13,Mua kỳ hạn,7,0,0,0,0
2021-09-14,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-14,Mua kỳ hạn,7,0,0,0,0
2021-09-15,Mua kỳ hạn,7,0,0,0,0
2021-09-15,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-16,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-16,Mua kỳ hạn,7,0,0,0,0
2021-09-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-17,Mua kỳ hạn,7,0,0,0,0
2021-09-20,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-20,Mua kỳ hạn,7,0,0,0,0
2021-09-21,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-21,Mua kỳ hạn,7,0,0,0,0
2021-09-22,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-22,Mua kỳ hạn,7,0,0,0,0
2021-09-23,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-23,Mua kỳ hạn,7,0,0,0,0
2021-09-24,Mua kỳ hạn,7,0,0,0,0
2021-09-24,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-27,Mua kỳ hạn,7,0,0,0,0
2021-09-27,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-28,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-28,Mua kỳ hạn,7,0,0,0,0
2021-09-29,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-29,Mua kỳ hạn,7,0,0,0,0
2021-09-30,Mua kỳ hạn Tổng cộng,,,,0,0
2021-09-30,Mua kỳ hạn,7,0,0,0,0
2021-10-01,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-01,Mua kỳ hạn,7,0,0,0,0
2021-10-04,Mua kỳ hạn,7,0,0,0,0
2021-10-04,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-05,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-05,Mua kỳ hạn,7,0,0,0,0
2021-10-06,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-06,Mua kỳ hạn,7,0,0,0,0
2021-10-07,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-07,Mua kỳ hạn,7,0,0,0,0
2021-10-08,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-08,Mua kỳ hạn,7,0,0,0,0
2021-10-11,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-11,Mua kỳ hạn,7,0,0,0,0
2021-10-12,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-12,Mua kỳ hạn,7,0,0,0,0
2021-10-13,Mua kỳ hạn,7,0,0,0,0
2021-10-13,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-14,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-14,Mua kỳ hạn,7,0,0,0,0
2021-10-15,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-15,Mua kỳ hạn,7,0,0,0,0
2021-10-18,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-18,Mua kỳ hạn,7,0,0,0,0
2021-10-18,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-18,Mua kỳ hạn,7,0,0,0,0
2021-10-19,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-19,Mua kỳ hạn,7,0,0,0,0
2021-10-20,Mua kỳ hạn,7,0,0,0,0
2021-10-20,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-21,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-21,Mua kỳ hạn,7,0,0,0,0
2021-10-22,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-22,Mua kỳ hạn,7,0,0,0,0
2021-10-25,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-25,Mua kỳ hạn,7,0,0,0,0
2021-10-26,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-26,Mua kỳ hạn,7,0,0,0,0
2021-10-27,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-27,Mua kỳ hạn,7,0,0,0,0
2021-10-28,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-28,Mua kỳ hạn,7,0,0,0,0
2021-10-29,Mua kỳ hạn Tổng cộng,,,,0,0
2021-10-29,Mua kỳ hạn,7,0,0,0,0
2021-11-01,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-01,Mua kỳ hạn,7,0,0,0,0
2021-11-02,Mua kỳ hạn,7,0,0,0,0
2021-11-02,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-03,Mua kỳ hạn,7,0,0,0,0
2021-11-03,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-04,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-04,Mua kỳ hạn,7,0,0,0,0
2021-11-05,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-05,Mua kỳ hạn,7,0,0,0,0
2021-11-08,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-08,Mua kỳ hạn,7,0,0,0,0
2021-11-09,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-09,Mua kỳ hạn,7,0,0,0,0
2021-11-10,Mua kỳ hạn,7,0,0,0,0
2021-11-10,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-11,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-11,Mua kỳ hạn,7,0,0,0,0
2021-11-12,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-12,Mua kỳ hạn,7,0,0,0,0
2021-11-15,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-15,Mua kỳ hạn,91,0,0,0,0
2021-11-16,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-16,Mua kỳ hạn,91,0,0,0,0
2021-11-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-17,Mua kỳ hạn,91,0,0,0,0
2021-11-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-17,Mua kỳ hạn,91,0,0,0,0
2021-11-18,Mua kỳ hạn,91,0,0,0,0
2021-11-18,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-19,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-19,Mua kỳ hạn,91,0,0,0,0
2021-11-22,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-22,Mua kỳ hạn,91,0,0,0,0
2021-11-23,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-23,Mua kỳ hạn,91,0,0,0,0
2021-11-24,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-24,Mua kỳ hạn,91,0,0,0,0
2021-11-25,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-25,Mua kỳ hạn,91,0,0,0,0
2021-11-26,Mua kỳ hạn,91,0,0,0,0
2021-11-26,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-29,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-29,Mua kỳ hạn,91,0,0,0,0
2021-11-30,Mua kỳ hạn Tổng cộng,,,,0,0
2021-11-30,Mua kỳ hạn,91,0,0,0,0
2021-12-01,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-01,Mua kỳ hạn,91,0,0,0,0
2021-12-02,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-02,Mua kỳ hạn,91,0,0,0,0
2021-12-03,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-03,Mua kỳ hạn,91,0,0,0,0
2021-12-06,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-06,Mua kỳ hạn,91,0,0,0,0
2021-12-07,Mua kỳ hạn,91,0,0,0,0
2021-12-07,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-08,Mua kỳ hạn,91,0,0,0,0
2021-12-08,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-09,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-09,Mua kỳ hạn,91,0,0,0,0
2021-12-10,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-10,Mua kỳ hạn,91,0,0,0,0
2021-12-13,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-13,Mua kỳ hạn,91,0,0,0,0
2021-12-15,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-15,Mua kỳ hạn,91,0,0,0,0
2021-12-16,Mua kỳ hạn,91,0,0,0,0
2021-12-16,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-17,Mua kỳ hạn,91,0,0,0,0
2021-12-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-17,Mua kỳ hạn,91,0,0,0,0
2021-12-17,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-20,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-20,Mua kỳ hạn,91,0,0,0,0
2021-12-21,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-21,Mua kỳ hạn,14,0,0,0,0
2021-12-22,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-22,Mua kỳ hạn,14,0,0,0,0
2021-12-23,Mua kỳ hạn Tổng cộng,,,,2.04,0.025
2021-12-23,Mua kỳ hạn,14,2,2,2.04,0.025
2021-12-24,Mua kỳ hạn,14,0,0,0,0
2021-12-24,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-27,Mua kỳ hạn Tổng cộng,,,,1.78,0.025
2021-12-27,Mua kỳ hạn,14,1,1,1.78,0.025
2021-12-28,Mua kỳ hạn Tổng cộng,,,,0,0
2021-12-28,Mua kỳ hạn,14,0,0,0,0
2021-12-29,Mua kỳ hạn Tổng cộng,,,,109.39,0.025
2021-12-29,Mua kỳ hạn,14,1,1,109.39,0.025
2021-12-30,Mua kỳ hạn Tổng cộng,,,,449.2,0.025
2021-12-30,Mua kỳ hạn,14,1,1,449.2,0.025
2021-12-31,Mua kỳ hạn Tổng cộng,,,,9977.3,0.025
2021-12-31,Mua kỳ hạn,14,2,2,9977.3,0.025
2022-01-04,Mua kỳ hạn,14,0,0,0,0
2022-01-04,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-05,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-05,Mua kỳ hạn,14,0,0,0,0
2022-01-06,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-06,Mua kỳ hạn,14,0,0,0,0
2022-01-07,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-07,Mua kỳ hạn,14,0,0,0,0
2022-01-10,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-10,Mua kỳ hạn,14,0,0,0,0
2022-01-11,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-11,Mua kỳ hạn,14,0,0,0,0
2022-01-12,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-12,Mua kỳ hạn,14,0,0,0,0
2022-01-13,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-13,Mua kỳ hạn,14,0,0,0,0
2022-01-14,Mua kỳ hạn,14,0,0,0,0
2022-01-14,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-17,Mua kỳ hạn,28,0,0,0,0
2022-01-17,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-18,Mua kỳ hạn Tổng cộng,,,,209.9,0.025
2022-01-18,Mua kỳ hạn,28,1,1,209.9,0.025
2022-01-19,Mua kỳ hạn Tổng cộng,,,,478.99,0.025
2022-01-19,Mua kỳ hạn,28,1,1,478.99,0.025
2022-01-20,Mua kỳ hạn Tổng cộng,,,,0,0
2022-01-20,Mua kỳ hạn,28,0,0,0,0
2022-01-21,Mua kỳ hạn Tổng cộng,,,,376,0.025
2022-01-21,Mua kỳ hạn,28,1,1,376,0.025
2022-01-24,Mua kỳ hạn,14,3,3,2937.43,0.025
2022-01-24,Mua kỳ hạn Tổng cộng,,,,2937.43,0.025
2022-01-25,Mua kỳ hạn Tổng cộng,,,,970.45,0.025
2022-01-25,Mua kỳ hạn,14,3,3,970.45,0.025
2022-01-26,Mua kỳ hạn Tổng cộng,,,,3914.97,0.025
2022-01-26,Mua kỳ hạn,14,3,3,3914.97,0.025
2022-01-27,Mua kỳ hạn Tổng cộng,,,,999.35,0.025
2022-01-27,Mua kỳ hạn,14,1,1,999.35,0.025
2022-01-28,Mua kỳ hạn Tổng cộng,,,,11.6,0.025
2022-01-28,Mua kỳ hạn,14,7,7,11.6,0.025
2022-02-08,Mua kỳ hạn Tổng cộng,,,,4478.49,0.025
2022-02-08,Mua kỳ hạn,14,4,4,4478.49,0.025
2022-02-09,Mua kỳ hạn Tổng cộng,,,,7937.99,0.025
2022-02-09,Mua kỳ hạn,14,7,7,7937.99,0.025
2022-02-10,Mua kỳ hạn,14,2,2,154.53,0.025
2022-02-10,Mua kỳ hạn Tổng cộng,,,,154.53,0.025
2022-02-11,Mua kỳ hạn Tổng cộng,,,,310.35,0.025
2022-02-11,Mua kỳ hạn,14,1,1,310.35,0.025
2022-02-14,Mua kỳ hạn Tổng cộng,,,,520,0.025
2022-02-14,Mua kỳ hạn,14,1,1,520,0.025
2022-02-15,Mua kỳ hạn Tổng cộng,,,,0,0
2022-02-15,Mua kỳ hạn,14,0,0,0,0
2022-02-15,Mua kỳ hạn Tổng cộng,,,,0,0
2022-02-15,Mua kỳ hạn,14,0,0,0,0
2022-02-16,Mua kỳ hạn Tổng cộng,,,,1.88,0.025
2022-02-16,Mua kỳ hạn,14,1,1,1.88,0.025
2022-02-17,Mua kỳ hạn,14,0,0,0,0
2022-02-17,Mua kỳ hạn Tổng cộng,,,,0,0
2022-02-18,Mua kỳ hạn Tổng cộng,,,,0,0
2022-02-18,Mua kỳ hạn,14,0,0,0,0
2022-02-21,Mua kỳ hạn Tổng cộng,,,,0,0
2022-02-21,Mua kỳ hạn,14,0,0,0,0
2022-02-22,Mua kỳ hạn Tổng cộng,,,,377,0.025
2022-02-22,Mua kỳ hạn,14,1,1,377,0.025
2022-02-23,Mua kỳ hạn Tổng cộng,,,,0,0
2022-02-23,Mua kỳ hạn,14,0,0,0,0
2022-02-24,Mua kỳ hạn Tổng cộng,,,,0,0
2022-02-24,Mua kỳ hạn,14,0,0,0,0
2022-02-25,Mua kỳ hạn Tổng cộng,,,,541,0.025
2022-02-25,Mua kỳ hạn,14,1,1,541,0.025
2022-02-28,Mua kỳ hạn,14,0,0,0,0
2022-02-28,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-01,Mua kỳ hạn,14,2,2,678.12,0.025
2022-03-01,Mua kỳ hạn Tổng cộng,,,,678.12,0.025
2022-03-02,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-02,Mua kỳ hạn,14,0,0,0,0
2022-03-03,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-03,Mua kỳ hạn,14,0,0,0,0
2022-03-04,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-04,Mua kỳ hạn,14,0,0,0,0
2022-03-07,Mua kỳ hạn Tổng cộng,,,,591.8,0.025
2022-03-07,Mua kỳ hạn,14,2,2,591.8,0.025
2022-03-08,Mua kỳ hạn,14,1,1,427.2,0.025
2022-03-08,Mua kỳ hạn Tổng cộng,,,,427.2,0.025
2022-03-09,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-09,Mua kỳ hạn,14,0,0,0,0
2022-03-10,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-10,Mua kỳ hạn,14,0,0,0,0
2022-03-11,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-11,Mua kỳ hạn,14,0,0,0,0
2022-03-14,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-14,Mua kỳ hạn,14,0,0,0,0
2022-03-15,Mua kỳ hạn Tổng cộng,,,,410.51,0.025
2022-03-15,Mua kỳ hạn,14,1,1,410.51,0.025
2022-03-16,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-16,Mua kỳ hạn,14,0,0,0,0
2022-03-17,Mua kỳ hạn,14,0,0,0,0
2022-03-17,Mua kỳ hạn,14,0,0,0,0
2022-03-17,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-17,Mua kỳ hạn Tổng cộng,,,,0,0
2022-03-18,Mua kỳ hạn Tổng cộng,,,,316,0.025
2022-03-18,Mua kỳ hạn,14,1,1,316,0.025
2022-03-21,Mua kỳ hạn Tổng cộng,,,,0,0
